"uid","gene_name","alias","desc"
"100815114","LOC100815114","GLYMA_08G039600","probable ADP-ribosylation factor GTPase-activating protein AGD14"
NA,".",NA,NA
"102661897","LOC102661897","GLYMA_11G236600","probable E3 ubiquitin-protein ligase XERICO"
"834355","PHT1-2","AT5G43370, APT1, ARABIDOPSIS PHOSPHATE TRANSPORTER 1, MWF20.6, MWF20_6, PHOSPHATE TRANSPORTER 2, PHT2, phosphate transporter 2","phosphate transporter 2"
"100811511","LOC100811511","GLYMA_14G190700","calmodulin-binding receptor-like cytoplasmic kinase 2"
"100811148","LOC100811148","GLYMA_06G255900","G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300"
"100812031","LOC100812031","GLYMA_06G184200","probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9"
"100787424","LOC100787424","GLYMA_12G044600","ice nucleation protein InaA"
"100775768","LOC100775768","GLYMA_10G066000","serine/threonine-protein kinase CTR1"
"547756","PEPC4","GLYMA_12G210600","phosphoenolpyruvate carboxylase"
NA,".",NA,NA
"100820209","LOC100820209","GLYMA_05G123000","probable WRKY transcription factor 9"
"100500670","LOC100500670","GLYMA_14G179200","putative alpha/beta hydrolase"
"100800654","LOC100800654","GLYMA_13G073900","probable serine/threonine-protein kinase PBL2"
"100810563","LOC100810563","GLYMA_04G187700","uncharacterized LOC100810563"
NA,".",NA,NA
"100787509","LOC100787509","GLYMA_09G164100","putative GEM-like protein 8"
"100818944","LOC100818944","GLYMA_20G133100","BTB/POZ domain-containing protein NPY2"
NA,".",NA,NA
"100813810","LOC100813810","GLYMA_20G131500","probable protein phosphatase 2C 63"
"100815350","LOC100815350","GLYMA_10G191700","peroxidase 5"
"100805036","LOC100805036","GLYMA_03G054100v4","disease resistance protein RPV1-like"
NA,".",NA,NA
NA,".",NA,NA
"20861","STF-3","Stefin-3, Stf-3, Stf1, Stf3, Stfa3","stefin A1"
"100817431","LOC100817431","GLYMA_01G219100","probable copper-transporting ATPase HMA5"
"842733","WRKY62","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)"
NA,".",NA,NA
"5873","GS-2","GS2, HsT18676, RAB27, RAM","RAB27A, member RAS oncogene family"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100306332","LOC100306332","GLYMA_11G038600","uncharacterized LOC100306332"
"100500357","LOC100500357","GLYMA_11G180500","probable CCR4-associated factor 1 homolog 11"
"100800887","LOC100800887","GLYMA_16G003200","YTH domain-containing protein ECT4"
"100800945","LOC100800945","GLYMA_18G230800","FT-interacting protein 3"
NA,".",NA,NA
"100799303","LOC100799303","GLYMA_01G187700","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"851752","HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3"
NA,".",NA,NA
"100807284","LOC100807284","GLYMA_01G032300","uncharacterized LOC100807284"
"840158","MYB29","AT1G32640, ATMYC2, F6N18.4, F6N18_4, JAI1, JASMONATE INSENSITIVE 1, JIN1, RD22BP1, ZBF1","Basic helix-loop-helix (bHLH) DNA-binding family protein"
"542391","GA2OX1","ZEAMMB73_Zm00001d033859, GRMZM2G017087, KN-1, kn1","knotted 1"
"100811812","LOC100811812","GLYMA_03G002300","probable WRKY transcription factor 70-like"
NA,".",NA,NA
"100787229","LOC100787229","GLYMA_12G222500","CBS domain-containing protein CBSX5"
"113000773","LOC113000773","","putative receptor-like protein kinase At4g00960"
"100796982","LOC100796982","GLYMA_15G109600","probable F-box protein At4g22030"
"100802452","LOC100802452","GLYMA_06G290800","transmembrane E3 ubiquitin-protein ligase FLY2"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100809258","LOC100809258","GLYMA_02G195400","syntaxin-121"
"100798683","LOC100798683","GLYMA_12G218100","exosome complex exonuclease RRP44 homolog A"
"100783043","LOC100783043","GLYMA_16G077400","uncharacterized LOC100783043"
"855228","AOS1","YMR190C","ATP-dependent DNA helicase SGS1"
"100817120","LOC100817120","GLYMA_02G297700","scarecrow-like protein 21"
"100795969","LOC100795969","GLYMA_18G138400v4","carbonic anhydrase 2-like"
NA,".",NA,NA
"121175329","LOC121175329","GLYMA_08G281600v4","classical arabinogalactan protein 9-like"
NA,".",NA,NA
"100810665","LOC100810665","GLYMA_08G260500","uncharacterized LOC100810665"
"100527447","LOC100527447","GLYMA_16G214500","disease-resistance protein"
"547454","LOC547454","GLYMA_09G126200","Chitinase III-A"
"100789009","LOC100789009","GLYMA_20G186200","AP2/ERF and B3 domain-containing transcription repressor RAV2"
"100782012","LOC100782012","GLYMA_09G109600","protein trichome birefringence"
"100776993","LOC100776993","GLYMA_17G053600","IQ domain-containing protein IQM1"
"732616","LOC732616","GLYMA_15G222300","calcium and calcium/calmodulin-dependent serine/threonine-protein kinase"
"100788382","LOC100788382","GLYMA_16G054400","probable WRKY transcription factor 75"
"100776488","LOC100776488","GLYMA_02G125600","probable indole-3-acetic acid-amido synthetase GH3.1"
NA,".",NA,NA
"100791810","LOC100791810","GLYMA_11G043700","transcription factor bHLH25"
"100800674","LOC100800674","GLYMA_14G041700","NDR1/HIN1-like protein 13"
"100797211","LOC100797211","GLYMA_10G204100","lysine histidine transporter-like 6"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"112997598","LOC112997598","","extra-large guanine nucleotide-binding protein 1"
NA,".",NA,NA
"100527430","LOC100527430","GLYMA_01G115500","uncharacterized LOC100527430"
"113664110","IDL2A","GLYMA_01G090400v4, GmIDL2A","IDA-like protein"
"100816719","LOC100816719","GLYMA_09G080000","probable WRKY transcription factor 47"
"100802508","LOC100802508","GLYMA_09G072000","ethylene-responsive transcription factor ERF017"
"102666977","LOC102666504","","MDIS1-interacting receptor like kinase 2"
"100812124","LOC100812124","GLYMA_02G213700","carbonic anhydrase, chloroplastic-like"
"100779306","LOC100779306","GLYMA_09G138100","oxalate--CoA ligase"
"100804982","LOC100804982","GLYMA_17G097000","hypersensitive-induced response protein 1-like"
"100820588","LOC100820588","GLYMA_14G221200","putative cinnamyl alcohol dehydrogenase"
"100776196","LOC100776196","GLYMA_01G074600","hydroquinone glucosyltransferase"
"100802892","LOC100802892","GLYMA_18G029300","nematode resistance protein-like HSPRO2"
"113001185","LOC100785433","","TMV resistance protein N-like"
"100783933","LOC100783933","GLYMA_07G090000","aspartyl protease APCB1"
"22431","AOC1","D630046I19Rik, Wt-1","WT1 transcription factor"
"100814085","LOC100814085","GLYMA_17G242000","serine/threonine-protein kinase tricornered"
"100777264","LOC100777264","GLYMA_12G235100","protein SRG1-like"
"106795104","LOC106795104","GLYMA_11G218900v4","receptor-like cytoplasmic kinase 176"
NA,".",NA,NA
NA,".",NA,NA
"100800289","LOC100800289","GLYMA_05G196700","protein PSK SIMULATOR 1"
"100810724","LOC100810724","GLYMA_10G272000","core-2/I-branching enzyme domain-containing protein"
NA,".",NA,NA
"100781718","LOC100781718","GLYMA_04G240100","WAT1-related protein At5g40210"
NA,".",NA,NA
"100811489","LOC100811489","GLYMA_13G253300","receptor-like protein kinase 7"
"100780246","LOC100780246","GLYMA_11G070200","NmrA-like family domain-containing protein"
"100785345","LOC100785345","GLYMA_15G021900","LRR receptor-like serine/threonine-protein kinase IOS1"
"100809117","LOC100809117","GLYMA_18G214000","probable serine/threonine-protein kinase PBL1"
"114515510","SUBI-2","GLYMA_13G117900, Gmubi2","polyubiquitin"
"100785371","LOC100785371","GLYMA_17G008000","cytochrome b561 and DOMON domain-containing protein At5g47530"
"100795719","LOC100795719","GLYMA_06G024000","protein PSK SIMULATOR 2"
"100788713","FWL8","GLYMA_15G016800, GmFWL8","protein FW2.2-like 8"
"100798818","LOC100798818","GLYMA_10G022300","uncharacterized LOC100798818"
"100784103","LOC100784103","GLYMA_15G038400","protein TRM32"
"100795858","LOC100795858","GLYMA_11G054500","caffeoyl-CoA O-methyltransferase 5"
"100806753","LOC100806753","GLYMA_17G227900","fructan 6-exohydrolase"
"100808831","LOC100808831","GLYMA_14G034700","uncharacterized LOC100808831"
"100796230","LOC100796230","GLYMA_13G169200","deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog"
"100820497","LOC100820497","GLYMA_18G201850v4","probable 2-oxoglutarate-dependent dioxygenase At5g05600"
"100500597","LOC100500597","GLYMA_13G054700","uncharacterized LOC100500597"
"100306500","LOC100306500","GLYMA_13G314400","uncharacterized LOC100306500"
"100806424","LOC100806424","GLYMA_09G006700","probable F-box protein At4g22030"
"7157","SIK1","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
NA,".",NA,NA
"100305812","LOC100305812","GLYMA_09G041900","uncharacterized LOC100305812"
"547596","PTI1B","GLYMA_17G039800","Pti1 kinase-like protein"
"100780587","LOC100780587","GLYMA_10G023300","receptor-like cytosolic serine/threonine-protein kinase RBK2"
"100781890","LOC100781890","GLYMA_20G059100","OBERON-like protein"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100787788","LOC100787788","GLYMA_13G335800","uncharacterized LOC100787788"
"100775836","LOC100775836","GLYMA_20G152900","transcription factor bHLH118-like"
"817646","WRKY60","AT2G30950, F7F1.16, F7F1_16, FTSH2, VARIEGATED 2","FtsH extracellular protease family"
"100779395","LOC100779395","GLYMA_05G124800","berberine bridge enzyme-like 28"
"100806737","LOC100806737","GLYMA_08G004400","MACPF domain-containing protein At4g24290"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100791036","LOC100791036","GLYMA_17G030300","stress-induced protein SAM22-like"
"100809914","LOC100809914","GLYMA_07G165900","uncharacterized LOC100809914"
"100787650","LOC100787650","GLYMA_15G104700","probable aspartic proteinase GIP2"
"100789630","LOC100789630","GLYMA_09G163900","kunitz trypsin inhibitor 5"
"102667331","LOC102667331","GLYMA_08G010400","auxin-responsive protein SAUR71"
"100820100","LOC100820100","GLYMA_16G214800","TMV resistance protein N-like"
NA,".",NA,NA
"7157","NIR","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
"547939","LOC547939","GLYMA_10G051200","probable E3 ubiquitin-protein ligase RHG1A"
"100800826","LOC100800826","GLYMA_13G119100","5'-nucleotidase domain-containing protein 4"
"100782656","LOC100782656","GLYMA_13G058400","membrane-anchored ubiquitin-fold protein 1"
"100306479","LOC100306479","GLYMA_18G294200","non-specific lipid-transfer protein 2"
"121172803","LOC121172803","GLYMA_01G069000v4","uncharacterized LOC121172803"
"100799073","LOC100799073","GLYMA_13G285400","chitin-inducible gibberellin-responsive protein 1"
"100818076","LOC100818076","GLYMA_05G006600","cinnamoyl-CoA reductase-like SNL6"
"100816177","LOC100816177","GLYMA_08G244700","UDP-glycosyltransferase 83A1"
"100817682","LOC100817682","GLYMA_11G179300","apoptosis-inducing factor homolog A"
"100791666","LOC100791666","GLYMA_05G209100","uncharacterized LOC100791666"
"828415","CRK8","AT4G23160, F21P8.50, F21P8_50, cysteine-rich RLK (RECEPTOR-like protein kinase) 8","cysteine-rich RECEPTOR-like kinase"
"100527107","LOC100527107","GLYMA_18G286900","uncharacterized LOC100527107"
"100810159","LOC100810159","GLYMA_09G206200","transcription factor MYB41"
"826983","AMT1.1","AT4G13510, ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1, ATAMT1, ATAMT1;1, T6G15.60, T6G15_60, ammonium transporter 1;1","ammonium transporter 1;1"
"100527317","LOC100527317","GLYMA_13G257500","uncharacterized LOC100527317"
"100800453","LOC100800453","GLYMA_05G063500","ethylene-responsive transcription factor 5"
"100527055","LOC100527055","GLYMA_01G236500","uncharacterized LOC100527055"
"100776177","LOC100776177","GLYMA_04G253900","uncharacterized LOC100776177"
NA,".",NA,NA
"100780913","LOC100780913","GLYMA_01G048500","beta-1,3-galactosyltransferase GALT1"
NA,".",NA,NA
"100791492","LOC100791492","GLYMA_13G338300","zinc transporter 1"
"100792503","LOC100792503","GLYMA_20G044100","probable strigolactone esterase DAD2"
"100037453","KASII-B","GLYMA_13G112700","plastid 3-keto-acyl-ACP synthase II-B"
"100776660","LOC100776660","GLYMA_10G115300","cytochrome P450 71D8-like"
"100782663","LOC100782663","GLYMA_14G208000","NDR1/HIN1-like protein 6"
"100800078","LOC100800078","GLYMA_11G230300","putative serine/threonine-protein kinase-like protein CCR3"
"100799312","LOC100799312","GLYMA_17G123800","putative phospholipid-transporting ATPase 9"
NA,".",NA,NA
NA,".",NA,NA
"100776413","LOC100776413","GLYMA_13G331400","probable NOT transcription complex subunit VIP2"
"100815871","LOC100815871","GLYMA_18G064100","calmodulin-binding receptor-like cytoplasmic kinase 2"
"100775519","LOC100775519","GLYMA_07G212800","ferredoxin--nitrite reductase, chloroplastic"
NA,".",NA,NA
"100804561","LOC100804561","GLYMA_13G270100","epidermis-specific secreted glycoprotein EP1"
NA,".",NA,NA
NA,".",NA,NA
"9612","COR2","CTG26, N-CoR2, SMAP270, SMRT, SMRTE, SMRTE-tau, TNRC14, TRAC, TRAC-1, TRAC1","nuclear receptor corepressor 2"
"100814345","LOC100814345","GLYMA_12G007300","MDIS1-interacting receptor like kinase 2"
"100803381","LOC100803381","GLYMA_01G235600","12-oxophytodienoate reductase 2"
NA,".",NA,NA
NA,".",NA,NA
"100776295","LOC100776295","GLYMA_09G061500","plant intracellular Ras-group-related LRR protein 6"
"100798759","LOC100798759","GLYMA_16G165900","cellulose synthase A catalytic subunit 2 [UDP-forming]"
NA,".",NA,NA
NA,".",NA,NA
"100806182","LOC100806182","GLYMA_14G215800","probable calcium-binding protein CML18"
"100500577","LOC100500577","GLYMA_18G269800","uncharacterized LOC100500577"
"100790585","CRK81","GLYMA_20G139400, GmCRK81","cysteine-rich receptor-like protein kinase"
NA,".",NA,NA
"102661516","LOC102661516","GLYMA_03G112800","ethylene-responsive transcription factor 13"
"100793140","LOC100793140","GLYMA_17G261300","uncharacterized protein At1g76070"
"100817788","LOC100817788","GLYMA_17G069300","tetraspanin-8"
"100780890","LOC100780890","GLYMA_16G016700","NAC domain-containing protein 69"
NA,".",NA,NA
NA,".",NA,NA
"100820166","LOC100820166","GLYMA_03G102800","dynamin-related protein 1E"
"106799753","LOC106799753","GLYMA_08G196600","uncharacterized LOC106799753"
"100782269","LOC100782269","GLYMA_05G194100","lipase-like PAD4"
NA,".",NA,NA
NA,".",NA,NA
"102663141","LOC102663141","GLYMA_13G267400","WRKY DNA-binding transcription factor 70"
"100811170","LOC100811170","GLYMA_14G201700","peroxidase 4-like"
"100782104","LOC100782104","GLYMA_13G095200","probable xyloglucan endotransglucosylase/hydrolase protein 23"
NA,".",NA,NA
"100807819","LOC100807819","GLYMA_09G049200","isoflavone 2'-hydroxylase"
NA,".",NA,NA
"842733","WRKY53","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)"
"100798696","LOC100798696","GLYMA_20G188800","GABA transporter 1"
NA,".",NA,NA
"100800788","LOC100800788","GLYMA_11G036400","ethylene-responsive transcription factor 5-like protein"
"7157","H4","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
"100813603","LOC100813603","GLYMA_04G239400","protein MKS1"
"100814955","LOC100814955","GLYMA_08G015800","uncharacterized LOC100814955"
"100794374","LOC100794374","GLYMA_09G238100","amino acid transporter AVT1I"
NA,".",NA,NA
NA,".",NA,NA
"100779455","LOC100779455","GLYMA_08G352300","G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300"
NA,".",NA,NA
"100797583","LOC100797583","GLYMA_18G210500","alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial"
NA,".",NA,NA
"100798217","LOC100798217","GLYMA_07G268400","protein C2-DOMAIN ABA-RELATED 11"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100813404","LOC100813404","GLYMA_03G158000","beta-carotene isomerase D27, chloroplastic"
"100797825","LOC100797825","GLYMA_12G053700","uncharacterized LOC100797825"
"100788852","LOC100788852","GLYMA_06G099700","putative clathrin assembly protein At4g40080"
NA,".",NA,NA
NA,".",NA,NA
"100305351","FAD7-1","GLYMA_18G202600, FAD7","omega-3 fatty acid desaturase"
"100814688","LOC100814688","GLYMA_12G011700","disease resistance protein RPP13"
"100814411","LOC100814411","GLYMA_08G118000","uncharacterized LOC100814411"
"100780074","LOC100780074","GLYMA_03G241500","sugar transporter ERD6-like 5"
NA,".",NA,NA
NA,".",NA,NA
"100776872","LOC100776872","GLYMA_03G236600","zinc finger protein GAI-ASSOCIATED FACTOR 1"
"100810579","LOC100810579","GLYMA_12G075200","exocyst complex component EXO70H1"
"100798341","LOC100798341","GLYMA_12G015300","alcohol dehydrogenase-like 2-like"
NA,".",NA,NA
"100781710","LOC100781710","GLYMA_04G089700","phosphoenolpyruvate carboxykinase (ATP) 1"
NA,".",NA,NA
"100777511","LOC100777511","GLYMA_08G064700","glutamyl-tRNA reductase 2, chloroplastic"
"100808940","LOC100808940","GLYMA_03G003000","putative receptor protein kinase ZmPK1"
"100499848","LOC100499848","GLYMA_08G230500","uncharacterized LOC100499848"
"100806281","LOC100806281","GLYMA_11G164700","cinnamoyl-CoA reductase 1"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100776809","LOC100776809","GLYMA_08G338200","hydroquinone glucosyltransferase"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100775581","LOC100775581","GLYMA_10G115400","cytochrome P450 71D8-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100809588","LOC100809588","GLYMA_15G072200","putative serine/threonine-protein kinase"
"100815710","LOC100815710","GLYMA_11G081600","uncharacterized LOC100815710"
"547930","4CL4","GLYMA_01G232400, 4CL, 4CL 2, Gm4CL4","4-coumarate--CoA ligase 4"
"100812797","LOC100812797","GLYMA_15G038500","ENTH domain-containing protein"
NA,".",NA,NA
NA,".",NA,NA
"100785554","CHS11","GLYMA_01G091400, GmCHS11","chalcone synthase 11"
NA,".",NA,NA
NA,".",NA,NA
"100799550","LOC100799550","GLYMA_11G055100","mitogen-activated protein kinase kinase kinase 20"
"100787902","PAL1.3","GLYMA_03G181600, GmPAL1.3","phenylalanine ammonia-lyase 1"
"100780503","LOC100780503","GLYMA_07G103700","NDR1/HIN1-like protein 10"
"100805188","LOC100805188","GLYMA_18G172600","protein SULFUR DEFICIENCY-INDUCED 1"
NA,".",NA,NA
"100305602","GASA27","GLYMA_17G237100, GmGASA27","gibberellin-regulated protein 27"
NA,".",NA,NA
NA,".",NA,NA
"100781008","LOC100781008","GLYMA_14G201100","probable O-methyltransferase 3"
NA,".",NA,NA
NA,".",NA,NA
"100793208","LOC100793208","GLYMA_04G2543001, GmSHMT04n","serine hydroxymethyltransferase 7"
"100793323","LOC100793323","GLYMA_17G076600","SNAP25 homologous protein SNAP33-like"
NA,".",NA,NA
"100818022","LOC100818022","GLYMA_18G004200","MACPF domain-containing protein At4g24290"
"100811928","LOC100811928","GLYMA_02G026700","paired amphipathic helix protein Sin3-like 4"
"102669549","LOC102669549","GLYMA_02G298100","heavy metal-associated isoprenylated plant protein 47"
"100809924","LOC100809924","GLYMA_15G078600","glutaredoxin-C9"
"100807969","LOC100807969","GLYMA_15G013900","coatomer subunit beta'-2"
"100786053","LOC100786053","GLYMA_15G072600v4","CBS domain-containing protein CBSX5-like"
"100804384","LOC100804384","GLYMA_13G112400","ethylene-responsive transcription factor ERF017"
NA,".",NA,NA
"100800623","LOC100800623","GLYMA_20G240600","caffeoylshikimate esterase"
"100790891","LOC100790891","GLYMA_18G118300","uncharacterized LOC100790891"
"100787659","LOC100787659","GLYMA_08G178800","probable protein phosphatase 2C 9"
"100786579","LOC100786579","GLYMA_16G141800","UPF0496 protein At2g18630"
"100785423","LOC100785423","GLYMA_10G115700","cytochrome P450 71D8-like"
NA,".",NA,NA
"819210","BZIP3","AT2G46020, ARABIDOPSIS THALIANA BRAHMA, ATBRM, BRAHMA, CHA2, CHR2, CHROMATIN REMODELING 2, T3F17.33","transcription regulatory protein SNF2"
NA,".",NA,NA
"100819703","LOC100819703","GLYMA_06G187200","protein EDS1L"
"100778537","LOC100778537","GLYMA_13G352700","probable LRR receptor-like serine/threonine-protein kinase At1g05700"
"100527596","LOC100527596","GLYMA_12G007200","uncharacterized LOC100527596"
"100789647","LOC100789647","GLYMA_02G274400","NDR1/HIN1-like protein 13"
"106794113","LOC106794113","GLYMA_07G095000","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4"
"100500298","LOC100500298","GLYMA_01G202200","BON association protein 2-like protein"
NA,".",NA,NA
"732634","INR2","GLYMA_06G109200, BCNR-A, INR1, NR, nr2","inducible nitrate reductase 2"
"100797149","LOC100797149","GLYMA_15G238500","annexin D3"
"100306610","LOC100306610","GLYMA_07G139300","uncharacterized LOC100306610"
"100810170","LOC100810170","GLYMA_17G055100","beta-galactosidase"
"100811246","LOC100811246","GLYMA_17G044300","alpha-aminoadipic semialdehyde synthase"
NA,".",NA,NA
NA,".",NA,NA
"100777147","LOC100777147","GLYMA_08G273100","phosphoenolpyruvate carboxykinase (ATP) 1"
NA,".",NA,NA
"100816279","LOC100816279","GLYMA_20G132300","somatic embryogenesis receptor kinase 1-like"
NA,".",NA,NA
"6774","STP","ADMIO, ADMIO1, APRF, HIES","signal transducer and activator of transcription 3"
"100816060","LOC100816060","GLYMA_02G297200","probable serine/threonine-protein kinase WNK11"
"100800042","LOC100800042","GLYMA_10G119300","cucumisin"
"102667104","LOC102667104","GLYMA_08G018300","probable WRKY transcription factor 29"
NA,".",NA,NA
"100814960","FWL7","GLYMA_01G084000, GmFWL7","protein FW2.2-like 7"
"112999537","LOC112999537","GLYMA_15G256200","cysteine-rich and transmembrane domain-containing protein WIH1"
NA,".",NA,NA
"102659402","LOC102659402","GLYMA_04G142400","uncharacterized LOC102659402"
"100787917","LOC100787917","GLYMA_19G018600","AAA-ATPase At3g28580"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100785400","LOC100785400","GLYMA_18G081100","scarecrow-like protein 21"
"100791862","LOC100791862","GLYMA_13G088400","TPR repeat-containing thioredoxin TTL1"
NA,".",NA,NA
"100810687","LOC100810687","GLYMA_09G185900","aspartyl protease APCB1"
"100793938","LOC100793938","GLYMA_20G004900","probable xyloglucan galactosyltransferase GT17"
"104797301","MIR9767","gma-MIR9767","microRNA MIR9767"
"100777171","LOC100777171","GLYMA_17G217100","two-component response regulator ARR12"
"100527088","LOC100527088","GLYMA_03G040900","putative LURP-one-related protein"
"100306298","FWL5","GLYMA_05G236300, GmFWL5","protein FW2.2-like 5"
"100780267","MYB145","GLYMA_12G066000","MYB transcription factor MYB145"
"100785561","LOC100785561","GLYMA_09G216400","probable LRR receptor-like serine/threonine-protein kinase At3g47570"
"100785674","LOC100785674","GLYMA_13G035700","putative wall-associated receptor kinase-like 16"
NA,".",NA,NA
NA,".",NA,NA
"100786460","LOC100786460","GLYMA_10G294900","uncharacterized LOC100786460"
"100799835","LOC100799835","GLYMA_17G244200","patatin-like protein 2"
"100777929","LOC100777929","GLYMA_10G291900","ankyrin repeat-containing protein ITN1"
"102662623","LOC102662623","GLYMA_10G128866v4","receptor-like protein EIX2"
"100526935","LOC100526935","GLYMA_15G105500","uncharacterized LOC100526935"
"100790637","LOC100790637","GLYMA_14G017000","pirin-like protein"
NA,".",NA,NA
"100799139","LOC100799139","GLYMA_17G039000","S-adenosylmethionine synthase"
NA,".",NA,NA
NA,".",NA,NA
"100787211","LOC100787211","GLYMA_11G029700v4","uncharacterized LOC100787211"
"100784278","LOC100784278","GLYMA_07G103900","NDR1/HIN1-like protein 10"
NA,".",NA,NA
"100785028","LOC100785028","GLYMA_09G087400","probable inositol transporter 2"
"7316","ACS1","HMG20","ubiquitin C"
"100305426","LOC100305426","GLYMA_17G219200","Avr9/Cf-9 induced kinase"
NA,".",NA,NA
"100781212","LOC100781212","GLYMA_13G363000","acyl-protein thioesterase 2"
NA,".",NA,NA
"100818628","LOC100818628","GLYMA_06G317700","U-box domain-containing protein 35"
"100788333","LOC100788333","GLYMA_13G335900","protein TRM32"
"100789919","LOC100789919","GLYMA_14G058500v4","protein ESKIMO 1-like"
"8877","SPK-1","SPHK","sphingosine kinase 1"
"100803290","LOC100803290","GLYMA_04G203100","uncharacterized LOC100803290"
"100803804","LOC100803804","GLYMA_11G120200","probable NAD(P)H dehydrogenase (quinone) FQR1-like 2"
"100781129","LOC100781129","GLYMA_10G214700","probable alkaline/neutral invertase D"
NA,".",NA,NA
"100305884","LOC100305884","GLYMA_11G096700","putative expansin-like A2"
"100786554","MPK4B","GLYMA_07G066800","mitogen-activated protein kinase MPk4b"
"112998296","LOC112998296","","U2 spliceosomal RNA"
NA,".",NA,NA
"100805941","LOC100805941","GLYMA_11G120900, HDR","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic"
"4344063","HSF-19","OSNPB_070640900, HSF12, HSF19, HSFB4B, OJ1340_C08.141-1, OJ1340_C08.141-2, OsHSF12, OsHsf-19, rHsf12","heat stress transcription factor B-4b-like"
"100781948","LOC100781948","GLYMA_07G215900","uncharacterized protein At4g06744"
NA,".",NA,NA
"100791532","LOC100791532","GLYMA_08G050300","alpha-1,3-arabinosyltransferase XAT2"
"100816269","LOC100816269","GLYMA_20G133000","LOB domain-containing protein 38"
"100786925","PHR25","GLYMA_15G123100, GmPHR25","MYB-CC domain-containing transcription factor PHR25"
"100037479","OLPa","GLYMA_11G025600, GmOLPa","osmotin-like protein, acidic"
NA,".",NA,NA
"100782693","LOC100782693","GLYMA_16G063500","F-box/kelch-repeat protein At3g23880"
"100500122","LOC100500122","GLYMA_02G282400","reticulon-like protein B8"
NA,".",NA,NA
"100778270","LOC100778270","GLYMA_18G300800","leucine-rich repeat extensin-like protein 6"
NA,".",NA,NA
"100500371","LOC100500371","GLYMA_02G094500","C2H2-type zinc finger family protein"
"817844","PHT1-5","AT2G32830, F24L7.2, PHOSPHATE TRANSPORTER 5, PHT5, phosphate transporter 1;5","phosphate transporter 1;5"
NA,".",NA,NA
"100780465","LOC100780465","GLYMA_09G211600","isoflavone reductase homolog"
"100797420","LOC100797420","GLYMA_03G263000","RING-H2 finger protein ATL3"
"100797825","LOC100797825","GLYMA_12G053700","uncharacterized LOC100797825"
"100791349","LOC100791349","GLYMA_07G235900","uncharacterized LOC100791349"
NA,".",NA,NA
"100798233","LOC100798233","GLYMA_08G235900","probable LRR receptor-like serine/threonine-protein kinase At1g56130"
"548066","SOYSTGA","GLYMA_11G236300, BZIP52, GmTGA15, bZIP76","bZIP transcription factor"
"100816503","LOC100816503","GLYMA_06G314200","probable pectinesterase/pectinesterase inhibitor 47"
"100500254","LOC100500254","GLYMA_02G023900","TIR-NBS disease resistance-like protein"
NA,".",NA,NA
"100798264","LOC100798264","GLYMA_17G251800","uncharacterized LOC100798264"
"547898","LOC547898","GLYMA_12G217400","Sali3-2"
"100798402","LOC100798402","GLYMA_15G066100","protein PLANT CADMIUM RESISTANCE 10"
NA,".",NA,NA
"100500396","LOC100500396","GLYMA_15G274200","uncharacterized LOC100500396"
NA,".",NA,NA
"100787401","LOC100787401","GLYMA_11G134800","uncharacterized LOC100787401"
